notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,legal-basis-proc,legal-basis-text.ces,winner-selection-status,winner-size,total-value,estimated-value-cur-proc,exclusion-grounds,legal-basis-text.deu,no-negocaition-necessary-lot,framework-value-notice,winner-owner-nationality,subcontracting-percentage,direct-award-justification-text-proc.eng,direct-award-justification-proc,accessibility-lot,direct-award-justification-text-proc.fra,framework-buyer-categories-lot.hrv,legal-basis-text.pol,direct-award-justification-text-proc.spa,direct-award-justification-text-proc.ron,legal-basis-text.fra,subcontracting-value,direct-award-justification-text-proc.nld,direct-award-justification-text-proc.dan,direct-award-justification-text-proc.ita,ipi-measures-applicable-lot,direct-award-justification-text-proc.deu,legal-basis-text.eng,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_can-standard,notice_is_cn-standard,notice_is_can-modif,notice_is_pin-only,notice_is_cn-social,notice_is_pin-rtl,notice_is_veat,notice_is_can-social,notice_is_can-desg,notice_is_cn-desg
f7c28133-0a8b-4be4-a29b-1748550d73e8,none|none,can-standard,277392-2025,False,32014L0024,DEU,,983cc4f7-e301-4fa0-9cef-966475d5dae3,vgv,,selec-w|selec-w,large,,,,,,,DEU,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,1,large,4.0,1,0,0,0,0,0,0,0,0,0
e67dd2ea-e9e4-4067-95e8-6983588d819e,none|none|none,cn-standard,277393-2025,False,32014L0024,FRA,EUR,1e03a8b9-e46c-432f-a79c-3f836177dc0b,,,,,397336.0,EUR,nati-ground,,,,,,,,,,,,,,,,,,,,,,EUR,397336.0,397336.0,False,12.892540066084662,0,,,0,1,0,0,0,0,0,0,0,0
6de5a837-e224-4011-8c4d-7c1e52761fe7,,can-standard,277395-2025,,32014L0023,AUT,EUR,caa3269e-8111-4de3-bb11-6d92c321ed1e,,,selec-w,,12457200.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,12457200.0,12457200.0,False,16.337809407244194,0,,,1,0,0,0,0,0,0,0,0,0
302e523d-63a4-4c5e-9046-f36d7451df7b,none,veat,277397-2025,,32014L0024,FRA,,11885270-be68-469f-b5cc-c391814a0031,,,,sme,162560.0,,,,,,FRA,,,below-thres,,"['Marché passé en procédure adaptée, publication au Joue non obligatoire']",,,,,,,,,,,,,EUR,162560.0,162560.0,False,11.998808594928136,1,sme,2.5,0,0,0,0,0,0,1,0,0,0
79555bbb-a374-43ca-854b-34a37b44ae8a,none,cn-standard,277398-2025,False,32014L0025,AUT,,cd5b6358-56ed-4e12-b564-2e03bcd203bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
466ba9dc-8957-4c84-9db7-76b4052f6ad8,none,can-standard,277399-2025,False,32014L0024,DEU,,5435b193-c28e-40d4-86d8-c6535b6a3f27,vgv,,selec-w,micro,0.01,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.01,0.01,False,0.009950330853168083,1,micro,1.0,1,0,0,0,0,0,0,0,0,0
926d88de-ce24-456e-8939-4ee41137cc8b,none,can-standard,277400-2025,False,32014L0024,DEU,,a014bbc6-7647-41ca-ba62-be76744fc2c9,vgv,,selec-w,small,13078541.86,EUR,,,,,DEU,,,,,,,,,,,,,,,,,,EUR,13078541.86,13078541.86,False,16.386483495646974,1,small,2.0,1,0,0,0,0,0,0,0,0,0
fa17aac4-59aa-4a7d-98a9-0843f3ad2a9b,none,cn-standard,277401-2025,False,32014L0024,CZE,CZK,4b3de140-cc9e-47a7-8a97-a7a9dd420ff7,32014L0024,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,6000000.0,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,234000.0,234000.0,False,12.36308066783498,0,,,0,1,0,0,0,0,0,0,0,0
d8e0b6a1-09f2-4b78-9f24-7e6e966e4a04,none,can-social,277402-2025,,32014L0024,BGR,BGN,181da7e1-8807-4274-896b-2ea4a3f4eaac,,,selec-w,sme,273308.4,BGN,,,,,,,,,n-inc,,,,,,,,,,,,,,BGN,139387.284,139387.284,False,11.845018727865458,1,sme,2.5,0,0,0,0,0,0,0,1,0,0
cecaff0c-2ae6-4c56-96cb-0529fa4bcb45,none,cn-standard,277403-2025,,32014L0024,ROU,,7b155ec4-9853-4c95-99b1-8afbd9f03403,,,,,2777650.0,RON,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,,,,,,,,,,,,,,,,,,,,,,RON,555530.0,555530.0,False,13.227679692085307,0,,,0,1,0,0,0,0,0,0,0,0
55afcd91-7a37-4bb7-a8d7-7143a30eb80d,none|none,cn-social,277404-2025,,32014L0024,LTU,,aa7450ef-ab34-47e5-b961-b135f5cbb1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,1,0,0,0,0,0
b84f1b25-c1ee-4663-8924-4393440b31cc,none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,277406-2025,False,32014L0024,FIN,EUR,4faec9a2-4719-45ac-8055-c97160f93a04,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
e0532e24-043c-405c-b63b-0e223085872c,none,can-standard,277407-2025,,32014L0024,CZE,CZK,50744c8a-f9bd-4a5d-9883-466c1a1d8502,134/2016 Sb.|32014L0024,"['Zákon o zadávání veřejných zakázek', 'Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES']",selec-w,sme,1705772.19,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,66525.11541,66525.11541,False,11.105349862484735,1,sme,2.5,1,0,0,0,0,0,0,0,0,0
f3542f21-e8da-483c-b23c-fddd9730dcec,none|none|none|none,can-standard,277410-2025,False,32014L0024,IRL,EUR,38e20700-bf7e-41e3-8c9d-0d8a69666f7e,,,selec-w|selec-w|selec-w|selec-w,,1350000.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,1350000.0,1350000.0,False,14.115615891155079,0,,,1,0,0,0,0,0,0,0,0,0
3be30a55-48b5-416b-b82c-f49a8973fd18,none,can-standard,277411-2025,,32014L0024,ESP,,1d9b43de-1cdf-4f6d-8a46-33257e484633,,,selec-w,large,1339744.65,,,,,,ESP,,,,,,,,,,,,,,,,,,EUR,1339744.65,1339744.65,False,14.107990340477409,1,large,4.0,1,0,0,0,0,0,0,0,0,0
77205f2f-ef86-40b5-87fd-e8fe5de69d20,none,cn-standard,277412-2025,False,other,ESP,,e4e265c4-53a6-463e-9771-86b01edec2be,"Ley Foral 2/2018, de 13 de abril, de Contratos Públicos",,,,450060.8,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,450060.8,450060.8,False,13.017140185650478,0,,,0,1,0,0,0,0,0,0,0,0
3a6aac8b-8020-44b9-9f04-c706c415580d,none,can-standard,277413-2025,,32014L0025,HRV,EUR,c1c63cce-7784-44b8-a3e4-6e68e6415d22,,,selec-w,large,146184.0,EUR,,,,,,,,,n-inc,,['Naručitelji koji su navedeni u ovoj obavijesti'],,,,,,,,,,,,EUR,146184.0,146184.0,False,11.892628221854952,1,large,4.0,1,0,0,0,0,0,0,0,0,0
83150eb9-10ce-49d0-94cc-1b8cb20b06f4,none,cn-standard,277414-2025,False,32014L0024,POL,,3731bf5f-ac41-4fb8-b7a7-200b0293836d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
0f3dda12-27cb-46fa-b458-a6da2a79f121,none,cn-standard,277415-2025,False,32014L0024,PRT,,ddcd5a35-7975-4dca-84ed-0d8c37df3b8f,,,,,960000.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,960000.0,960000.0,False,13.774689605110144,0,,,0,1,0,0,0,0,0,0,0,0
de9f8440-a5e9-420b-ad8d-75e3ed4ec28c,,cn-standard,277416-2025,,32014L0023,FRA,EUR,b3448448-5895-4950-8fed-455f7f480e47,,,,,,,crime-org,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
bb192491-3484-44db-9ec4-90a41e3e27a0,none|none,cn-standard,277417-2025,False,32014L0024,CZE,CZK,759dadf1-a650-44d8-8ab7-59bfa0435a20,32014L0024,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,28700000.0,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,1119300.0,1119300.0,False,13.928214941292488,0,,,0,1,0,0,0,0,0,0,0,0
aa286789-912c-445f-93d3-0099843a0524,none|none|none,cn-standard,277418-2025,False,32014L0024,NLD|NLD|NLD|NLD|NLD|NLD,EUR,819e604d-5836-4e48-b17d-cfd17458f267,,,,,1.0,EUR,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,,,,,EUR,1.0,1.0,False,0.6931471805599453,0,,,0,1,0,0,0,0,0,0,0,0
7ef9eb44-85fc-4263-bf1f-590856896bbb,none,cn-standard,277419-2025,False,32014L0024,CZE,CZK,81f29f7f-9e48-4e67-9c43-3088287163d8,32014L0024,['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES'],,,26800000.0,CZK,,,,,,,,,,,,,,,,,,,,,,,CZK,1045200.0,1045200.0,False,13.859719769382824,0,,,0,1,0,0,0,0,0,0,0,0
c39d5265-d897-450e-aaef-77976d1fd200,none|none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,277420-2025,,32014L0024,ROU,,151208ce-c19d-42e6-8392-dd9f77652f0c,,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|clos-nw|clos-nw|clos-nw,small|large|medium|small|medium|medium|small|large|medium|medium|medium,489920.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,489920.0,489920.0,False,13.101999432598948,11,small,2.0,1,0,0,0,0,0,0,0,0,0
b32e4397-6b0f-42dd-9994-9034f41eea4e,none|none|none,can-standard,277421-2025,False,32014L0024,FRA,,4e2c651b-b1e6-478c-a62e-ee446a59bf26,,,selec-w|clos-nw|selec-w,sme|sme,,,,,,,FRA|FRA,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,2,sme,2.5,1,0,0,0,0,0,0,0,0,0
0b58e4b7-8ef0-40eb-85e5-2beeda977c0c,none,cn-standard,277423-2025,False,32014L0024,SVN,,345998cb-4568-4f31-835a-ee0c9f43f945,,,,,,,,,,,,,,,n-inc,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
c53e5973-e3b2-4473-bf50-45fc3a064f45,none,cn-standard,277424-2025,False,32014L0024,FRA,,1a43d6fe-9a6f-4b44-91c4-a385bb66ee6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
da01d6a7-a28c-4874-bec0-9d21ef874dfb,none,can-standard,277425-2025,False,32014L0024,SWE,,4c06a9bd-c8e2-4cc4-875c-c23cb060c0d5,,,selec-w,,30000000.0,SEK,,,,,,,,,,,,,,,,,,,,,,,SEK,2610000.0,2610000.0,False,14.774861162440565,0,,,1,0,0,0,0,0,0,0,0,0
c99df27b-01cc-4eab-a67e-6aab99f80b35,none,cn-standard,277426-2025,False,32014L0024,FRA,EUR,4765158c-0938-47ab-b316-d77736fe5b1c,,,,,2500000.0,EUR,nati-ground,,False,,,,,,,,,,,,,,,,,,,,EUR,2500000.0,2500000.0,False,14.731801689838349,0,,,0,1,0,0,0,0,0,0,0,0
3f044ce2-e87d-4da7-b01f-461cffa0b595,none|none|none|none|none|none,cn-standard,277428-2025,False,32014L0024,ITA,EUR,3f044ce2-e87d-4da7-b01f-461cffa0b595,,,,,220555851.35,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,220555851.35,24421000.0,True,19.211661519415948,0,,,0,1,0,0,0,0,0,0,0,0
299cf5ae-0bae-4ff1-8528-b3cad77ef558,none,can-standard,277430-2025,False,32014L0024,DEU,EUR,a3fabdd6-8389-4e71-bd01-3899ec748f9e,vob-a-eu,,selec-w,medium,103215.0,EUR,,,,,DEU,,,,,,,,,,,,,,,,,,EUR,103215.0,103215.0,False,11.544579158772024,1,medium,3.0,1,0,0,0,0,0,0,0,0,0
5b5a548b-97a3-49f1-bc7b-ee13ae27101d,none,can-standard,277432-2025,False,32014L0024,FRA,,98c58430-70d9-4158-80ee-ab7f1011b25c,,,selec-w,large,12000000.0,,,,,12000000.0,,,,,,,,,,,,,,,,,,,EUR,12000000.0,12000000.0,False,16.300417291085605,1,large,4.0,1,0,0,0,0,0,0,0,0,0
9a72474d-b0fc-4631-b91d-e5fef8d9379d,none,cn-standard,277433-2025,False,32014L0024,FRA,,44206187-c85f-4294-8b04-7ab8885a31a2,,,,,,,nati-ground,,False,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
0136a670-c4df-4f9e-836f-121af264e41b,,can-modif,277435-2025,,32014L0024,POL,,f4c53cdf-cb41-419a-8943-334b0446f206,,,,,36460407.11,,,,,,,,,,,,,,,,,,,,,,,,EUR,36460407.11,24421000.0,True,17.411737520514734,0,,,0,0,1,0,0,0,0,0,0,0
d3ecca04-1299-45be-8b09-e75f1b3fb0bd,none,cn-standard,277436-2025,False,32014L0024,SWE,,dc2b9f21-12c3-4132-891c-f6d1a301faf3,,,,,3600000.0,SEK,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|socsec-law|envir-law|labour-law|bankruptcy|insolvency|cred-arran|bankr-nat|liq-admin|susp-act|prof-misconduct|distorsion|partic-confl|prep-confl|sanction|misrepresent|nati-ground,,,,,,,,,,,,,,,,,,,,,,SEK,313200.0,313200.0,False,12.654600435941708,0,,,0,1,0,0,0,0,0,0,0,0
522605be-ba45-4647-b93f-ffa370ce5dbe,none,can-standard,277437-2025,False,32014L0025,DEU,,b0f31ad6-93fd-4343-a8b8-defcb61cc895,sektvo,,selec-w,large,,,,,,,DEU,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,1,large,4.0,1,0,0,0,0,0,0,0,0,0
25ed92a3-4f93-417c-aa2f-74fd8a878106,none,cn-standard,277438-2025,False,32014L0025,POL,,0006371c-5a2a-4d2c-9358-e6bb80c116ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
231d5370-6d6f-4d37-af44-b2e7476a4e13,none,cn-standard,277439-2025,False,32014L0025,EST|EST|EST,,63c71be8-29f0-45d3-a574-a6bc71116e90,,,,,,,,,,,,,,,n-inc,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0,0
44615764-5fd5-4f4a-aaf2-03706278d047,,can-desg,277440-2025,,32014L0024,DEU,,a12723a3-0e66-4ec5-ac09-1673d923093c,vgv,,selec-w,large|large|large,,,,,,,DEU|ISR|DEU|DEU,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,3,large,4.0,0,0,0,0,0,0,0,0,1,0
d0c62ffd-50d2-43c4-a11a-796b6982234c,none,can-standard,277441-2025,,32014L0024,FRA,,b5c69c60-c4b0-4e42-bca7-80ce2d70b80d,,,selec-w,,1000000.0,,,,,1000000.0,,,,,,,,,,,,,,,,,,,EUR,1000000.0,1000000.0,False,13.815511557963774,0,,,1,0,0,0,0,0,0,0,0,0
65a55a95-4058-48d4-9d15-6df2873842dd,none,cn-standard,277442-2025,False,32014L0024,ESP,,5c2d19f5-c3fd-4779-9742-b45f3859ed39,,,,,667092.0,EUR,exg-mis-misrepresent|exg-mis-partic-confl|exg-mis-distortion|exg-crim-traffick|exg-mis-prep-confl|exg-sitn-as-susp|exg-crim-corrpt|exg-crim-terror|exg-sitn-bankr|exg-sitn-insolvency|exg-natl-bre-nat-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-misconduct|exg-crim-fraud|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-crim-laund|exg-sitn-cred-arran|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-crim-part|exg-sitn-other|exg-mis-sanction,,,,,,,,,,,,,,,,,,,,,,EUR,667092.0,667092.0,False,13.41068474546312,0,,,0,1,0,0,0,0,0,0,0,0
a31d60e9-b393-4ab0-ba2a-a8668908dcfa,,pin-only,277443-2025,,32014L0024,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,1,0,0,0,0,0,0
a6ea6572-1999-4138-8cdd-cabca405a490,none,can-standard,277444-2025,,32014L0024,BGR,BGN,09896d3b-722c-45ca-aa5e-9fee692b8d44,,,selec-w|selec-w,sme|sme,3576.0,BGN,,,,,,,,,n-inc,,,,,,,,,,,,,,BGN,1823.76,1823.76,False,7.509203750519493,2,sme,2.5,1,0,0,0,0,0,0,0,0,0
4c3ee969-11cd-4190-b52f-f5f66daaf532,none,can-standard,277445-2025,,32014L0024,AUT,,60841a93-0dcc-4bd7-879c-41b416b3dab7,,,selec-w,small,451401.66,,,,,,,,,,,,,,,,,,,,,,,,EUR,451401.66,451401.66,False,13.020115036126233,1,small,2.0,1,0,0,0,0,0,0,0,0,0
5aa0fc41-2977-434e-91c4-c29d6632f58a,none|none|none|none|none|none|none,can-standard,277447-2025,False,32014L0024,DEU,,40a3f4cc-d9a8-4342-a1e9-cd38d20ecb77,vgv,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,small|medium|small|micro|micro|micro|micro,1245945.0,EUR,,,,1245945.0,,,,,,,,,,,,,,,,,,,EUR,1245945.0,1245945.0,False,14.0354056387066,7,small,2.0,1,0,0,0,0,0,0,0,0,0
d649593b-06d7-46bb-bf49-a4a5d2eabed7,none,can-standard,277450-2025,False,32014L0025,FIN,,54c1cacf-e320-48f4-b1e6-0b161d1e8bf6,,,selec-w,,263657.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,263657.0,263657.0,False,12.482408087756376,0,,,1,0,0,0,0,0,0,0,0,0
ad34b379-701d-45ff-939f-6baf4945606b,none,can-standard,277451-2025,,32014L0024,BEL,,bb51a264-695a-4d16-9669-d4b0f6537c2b,,,selec-w,large,230100.0,,,,,,,,,,,,,,,,,,,,,,,,EUR,230100.0,230100.0,False,12.346273621950562,1,large,4.0,1,0,0,0,0,0,0,0,0,0
ef15e780-5981-4cce-92c0-6705b7e0c1ea,none|none|none|none,cn-standard,277452-2025,False,32014L0024,PRT,EUR,f0fc0f5c-bf6a-4c23-9445-cd833db52458,,,,,595000.0,EUR,,,,,,,,,,,,,,,,,,,,,,,EUR,595000.0,595000.0,False,13.296318365198623,0,,,0,1,0,0,0,0,0,0,0,0
